unique_detection_id,emotion,confidence,bbox
74653,angry,0.6618,"{""x1"": 364, ""y1"": 445, ""x2"": 532, ""y2"": 743}"
74654,neutral,0.5956,"{""x1"": 654, ""y1"": 129, ""x2"": 774, ""y2"": 327}"
74655,happy,0.6935,"{""x1"": 460, ""y1"": 420, ""x2"": 582, ""y2"": 786}"
74656,neutral,0.8828,"{""x1"": 578, ""y1"": 413, ""x2"": 640, ""y2"": 785}"
74657,happy,0.7822,"{""x1"": 588, ""y1"": 82, ""x2"": 691, ""y2"": 436}"
74658,happy,0.689,"{""x1"": 457, ""y1"": 350, ""x2"": 533, ""y2"": 516}"
74659,happy,0.6505,"{""x1"": 466, ""y1"": 96, ""x2"": 621, ""y2"": 489}"
74660,sad,0.738,"{""x1"": 639, ""y1"": 424, ""x2"": 768, ""y2"": 670}"
74661,happy,0.5947,"{""x1"": 156, ""y1"": 163, ""x2"": 235, ""y2"": 511}"
74662,neutral,0.7259,"{""x1"": 105, ""y1"": 490, ""x2"": 267, ""y2"": 715}"
74663,neutral,0.675,"{""x1"": 376, ""y1"": 391, ""x2"": 524, ""y2"": 682}"
74664,happy,0.716,"{""x1"": 233, ""y1"": 292, ""x2"": 378, ""y2"": 569}"
74665,neutral,0.7613,"{""x1"": 736, ""y1"": 473, ""x2"": 825, ""y2"": 734}"
74666,neutral,0.923,"{""x1"": 556, ""y1"": 126, ""x2"": 702, ""y2"": 404}"
74667,happy,0.7511,"{""x1"": 307, ""y1"": 212, ""x2"": 478, ""y2"": 520}"
74668,neutral,0.8762,"{""x1"": 111, ""y1"": 350, ""x2"": 282, ""y2"": 537}"
74669,neutral,0.7735,"{""x1"": 589, ""y1"": 249, ""x2"": 725, ""y2"": 502}"
74670,angry,0.959,"{""x1"": 431, ""y1"": 150, ""x2"": 583, ""y2"": 495}"
74671,sad,0.559,"{""x1"": 446, ""y1"": 232, ""x2"": 583, ""y2"": 407}"
74672,neutral,0.8738,"{""x1"": 88, ""y1"": 493, ""x2"": 268, ""y2"": 721}"
74673,neutral,0.8389,"{""x1"": 582, ""y1"": 74, ""x2"": 653, ""y2"": 305}"
74674,neutral,0.7797,"{""x1"": 100, ""y1"": 430, ""x2"": 277, ""y2"": 805}"
74675,happy,0.7373,"{""x1"": 131, ""y1"": 426, ""x2"": 284, ""y2"": 721}"
74676,happy,0.7632,"{""x1"": 616, ""y1"": 422, ""x2"": 739, ""y2"": 710}"
74677,fear,0.8422,"{""x1"": 293, ""y1"": 101, ""x2"": 357, ""y2"": 314}"
74678,happy,0.6651,"{""x1"": 409, ""y1"": 64, ""x2"": 586, ""y2"": 294}"
74679,surprise,0.8556,"{""x1"": 208, ""y1"": 355, ""x2"": 286, ""y2"": 691}"
74680,neutral,0.623,"{""x1"": 624, ""y1"": 461, ""x2"": 802, ""y2"": 638}"
74681,happy,0.8284,"{""x1"": 59, ""y1"": 493, ""x2"": 228, ""y2"": 684}"
74682,surprise,0.5792,"{""x1"": 461, ""y1"": 205, ""x2"": 528, ""y2"": 470}"
74683,sad,0.8159,"{""x1"": 507, ""y1"": 224, ""x2"": 686, ""y2"": 404}"
74684,angry,0.6403,"{""x1"": 649, ""y1"": 444, ""x2"": 711, ""y2"": 836}"
74685,angry,0.9695,"{""x1"": 65, ""y1"": 198, ""x2"": 190, ""y2"": 389}"
74686,neutral,0.7964,"{""x1"": 411, ""y1"": 400, ""x2"": 489, ""y2"": 597}"
74687,happy,0.7945,"{""x1"": 350, ""y1"": 394, ""x2"": 505, ""y2"": 772}"
74688,neutral,0.8234,"{""x1"": 457, ""y1"": 296, ""x2"": 556, ""y2"": 643}"
74689,happy,0.8684,"{""x1"": 573, ""y1"": 56, ""x2"": 646, ""y2"": 233}"
74690,happy,0.7904,"{""x1"": 696, ""y1"": 376, ""x2"": 807, ""y2"": 708}"
74691,neutral,0.8873,"{""x1"": 314, ""y1"": 184, ""x2"": 473, ""y2"": 509}"
74692,surprise,0.872,"{""x1"": 291, ""y1"": 209, ""x2"": 373, ""y2"": 482}"
74693,neutral,0.6856,"{""x1"": 551, ""y1"": 468, ""x2"": 616, ""y2"": 637}"
74694,sad,0.9004,"{""x1"": 86, ""y1"": 472, ""x2"": 200, ""y2"": 814}"
74695,neutral,0.75,"{""x1"": 329, ""y1"": 265, ""x2"": 463, ""y2"": 618}"
74696,neutral,0.7479,"{""x1"": 129, ""y1"": 417, ""x2"": 210, ""y2"": 591}"
74697,happy,0.8527,"{""x1"": 68, ""y1"": 237, ""x2"": 143, ""y2"": 484}"
74698,happy,0.5528,"{""x1"": 454, ""y1"": 161, ""x2"": 525, ""y2"": 459}"
74699,happy,0.845,"{""x1"": 100, ""y1"": 221, ""x2"": 258, ""y2"": 554}"
74700,sad,0.6431,"{""x1"": 466, ""y1"": 220, ""x2"": 594, ""y2"": 438}"
74701,fear,0.9147,"{""x1"": 73, ""y1"": 186, ""x2"": 147, ""y2"": 422}"
74702,neutral,0.7023,"{""x1"": 684, ""y1"": 202, ""x2"": 855, ""y2"": 546}"
74703,happy,0.7606,"{""x1"": 246, ""y1"": 175, ""x2"": 398, ""y2"": 347}"
74704,neutral,0.976,"{""x1"": 81, ""y1"": 74, ""x2"": 203, ""y2"": 231}"
74705,sad,0.6611,"{""x1"": 279, ""y1"": 361, ""x2"": 442, ""y2"": 570}"
74706,neutral,0.6224,"{""x1"": 105, ""y1"": 430, ""x2"": 241, ""y2"": 623}"
74707,happy,0.8763,"{""x1"": 480, ""y1"": 296, ""x2"": 625, ""y2"": 647}"
74708,neutral,0.7562,"{""x1"": 582, ""y1"": 349, ""x2"": 652, ""y2"": 748}"
74709,neutral,0.883,"{""x1"": 127, ""y1"": 260, ""x2"": 286, ""y2"": 610}"
74710,neutral,0.7418,"{""x1"": 340, ""y1"": 234, ""x2"": 454, ""y2"": 412}"
74711,happy,0.8948,"{""x1"": 414, ""y1"": 461, ""x2"": 540, ""y2"": 631}"
74712,happy,0.7511,"{""x1"": 710, ""y1"": 276, ""x2"": 812, ""y2"": 456}"
74713,sad,0.9142,"{""x1"": 510, ""y1"": 126, ""x2"": 602, ""y2"": 370}"
74714,neutral,0.7398,"{""x1"": 323, ""y1"": 189, ""x2"": 444, ""y2"": 402}"
74715,neutral,0.5663,"{""x1"": 334, ""y1"": 197, ""x2"": 436, ""y2"": 353}"
74716,neutral,0.816,"{""x1"": 146, ""y1"": 324, ""x2"": 276, ""y2"": 556}"
74717,neutral,0.6443,"{""x1"": 606, ""y1"": 206, ""x2"": 690, ""y2"": 429}"
74718,happy,0.5838,"{""x1"": 258, ""y1"": 77, ""x2"": 429, ""y2"": 400}"
74719,neutral,0.7787,"{""x1"": 205, ""y1"": 421, ""x2"": 299, ""y2"": 678}"
74720,neutral,0.7186,"{""x1"": 594, ""y1"": 212, ""x2"": 722, ""y2"": 461}"
74721,angry,0.704,"{""x1"": 796, ""y1"": 476, ""x2"": 974, ""y2"": 849}"
74722,neutral,0.8476,"{""x1"": 610, ""y1"": 350, ""x2"": 686, ""y2"": 620}"
74723,angry,0.6078,"{""x1"": 91, ""y1"": 307, ""x2"": 174, ""y2"": 699}"
74724,angry,0.9346,"{""x1"": 323, ""y1"": 162, ""x2"": 482, ""y2"": 435}"
74725,surprise,0.7687,"{""x1"": 418, ""y1"": 421, ""x2"": 580, ""y2"": 696}"
74726,angry,0.9638,"{""x1"": 152, ""y1"": 490, ""x2"": 264, ""y2"": 781}"
74727,happy,0.9601,"{""x1"": 672, ""y1"": 437, ""x2"": 846, ""y2"": 708}"
74728,neutral,0.6271,"{""x1"": 573, ""y1"": 480, ""x2"": 648, ""y2"": 729}"
74729,sad,0.6178,"{""x1"": 278, ""y1"": 253, ""x2"": 358, ""y2"": 500}"
74730,happy,0.77,"{""x1"": 565, ""y1"": 200, ""x2"": 711, ""y2"": 536}"
74731,happy,0.6515,"{""x1"": 227, ""y1"": 369, ""x2"": 293, ""y2"": 649}"
74732,happy,0.9622,"{""x1"": 538, ""y1"": 367, ""x2"": 673, ""y2"": 704}"
74733,neutral,0.7975,"{""x1"": 753, ""y1"": 408, ""x2"": 847, ""y2"": 765}"
74734,happy,0.9553,"{""x1"": 101, ""y1"": 130, ""x2"": 241, ""y2"": 337}"
74735,neutral,0.9677,"{""x1"": 144, ""y1"": 327, ""x2"": 235, ""y2"": 614}"
74736,happy,0.8872,"{""x1"": 423, ""y1"": 476, ""x2"": 590, ""y2"": 705}"
74737,neutral,0.7465,"{""x1"": 406, ""y1"": 334, ""x2"": 471, ""y2"": 507}"
74738,happy,0.9782,"{""x1"": 514, ""y1"": 330, ""x2"": 605, ""y2"": 626}"
74739,neutral,0.8652,"{""x1"": 654, ""y1"": 217, ""x2"": 781, ""y2"": 516}"
74740,neutral,0.9014,"{""x1"": 155, ""y1"": 210, ""x2"": 252, ""y2"": 450}"
74741,neutral,0.687,"{""x1"": 240, ""y1"": 345, ""x2"": 360, ""y2"": 520}"
74742,neutral,0.6736,"{""x1"": 637, ""y1"": 406, ""x2"": 705, ""y2"": 559}"
74743,happy,0.6215,"{""x1"": 791, ""y1"": 312, ""x2"": 955, ""y2"": 674}"
74744,happy,0.6784,"{""x1"": 185, ""y1"": 198, ""x2"": 329, ""y2"": 576}"
74745,neutral,0.5577,"{""x1"": 568, ""y1"": 155, ""x2"": 669, ""y2"": 357}"
74746,neutral,0.8326,"{""x1"": 737, ""y1"": 270, ""x2"": 912, ""y2"": 522}"
74747,neutral,0.6534,"{""x1"": 762, ""y1"": 80, ""x2"": 824, ""y2"": 257}"
74748,happy,0.5907,"{""x1"": 769, ""y1"": 185, ""x2"": 936, ""y2"": 420}"
74749,neutral,0.6038,"{""x1"": 511, ""y1"": 264, ""x2"": 689, ""y2"": 440}"
74750,fear,0.8339,"{""x1"": 432, ""y1"": 268, ""x2"": 606, ""y2"": 594}"
74751,happy,0.9886,"{""x1"": 198, ""y1"": 303, ""x2"": 325, ""y2"": 541}"
74752,angry,0.8606,"{""x1"": 748, ""y1"": 133, ""x2"": 828, ""y2"": 457}"
74753,happy,0.6874,"{""x1"": 795, ""y1"": 291, ""x2"": 971, ""y2"": 598}"
74754,neutral,0.9018,"{""x1"": 501, ""y1"": 338, ""x2"": 565, ""y2"": 702}"
74755,happy,0.9636,"{""x1"": 241, ""y1"": 262, ""x2"": 393, ""y2"": 644}"
74756,disgust,0.6331,"{""x1"": 110, ""y1"": 299, ""x2"": 248, ""y2"": 454}"
74757,happy,0.9059,"{""x1"": 783, ""y1"": 133, ""x2"": 843, ""y2"": 420}"
74758,neutral,0.6008,"{""x1"": 725, ""y1"": 397, ""x2"": 864, ""y2"": 643}"
74759,neutral,0.6627,"{""x1"": 379, ""y1"": 55, ""x2"": 450, ""y2"": 426}"
74760,happy,0.9554,"{""x1"": 733, ""y1"": 327, ""x2"": 809, ""y2"": 658}"
74761,sad,0.9303,"{""x1"": 753, ""y1"": 288, ""x2"": 870, ""y2"": 680}"
74762,neutral,0.7057,"{""x1"": 301, ""y1"": 182, ""x2"": 476, ""y2"": 379}"
74763,fear,0.7748,"{""x1"": 721, ""y1"": 463, ""x2"": 846, ""y2"": 709}"
74764,sad,0.9769,"{""x1"": 79, ""y1"": 140, ""x2"": 242, ""y2"": 437}"
74765,neutral,0.7459,"{""x1"": 728, ""y1"": 175, ""x2"": 788, ""y2"": 529}"
74766,neutral,0.9497,"{""x1"": 559, ""y1"": 356, ""x2"": 735, ""y2"": 675}"
74767,neutral,0.608,"{""x1"": 262, ""y1"": 487, ""x2"": 380, ""y2"": 831}"
74768,neutral,0.9772,"{""x1"": 620, ""y1"": 428, ""x2"": 751, ""y2"": 613}"
74769,happy,0.876,"{""x1"": 531, ""y1"": 406, ""x2"": 643, ""y2"": 704}"
74770,disgust,0.8712,"{""x1"": 559, ""y1"": 427, ""x2"": 637, ""y2"": 686}"
74771,angry,0.7375,"{""x1"": 721, ""y1"": 362, ""x2"": 841, ""y2"": 541}"
74772,neutral,0.8508,"{""x1"": 113, ""y1"": 498, ""x2"": 288, ""y2"": 769}"
74773,sad,0.6638,"{""x1"": 711, ""y1"": 112, ""x2"": 794, ""y2"": 404}"
74774,neutral,0.6374,"{""x1"": 787, ""y1"": 309, ""x2"": 859, ""y2"": 521}"
74775,neutral,0.6223,"{""x1"": 325, ""y1"": 426, ""x2"": 482, ""y2"": 808}"
74776,happy,0.9557,"{""x1"": 641, ""y1"": 361, ""x2"": 711, ""y2"": 650}"
74777,neutral,0.6701,"{""x1"": 147, ""y1"": 491, ""x2"": 301, ""y2"": 891}"
74778,neutral,0.903,"{""x1"": 195, ""y1"": 461, ""x2"": 366, ""y2"": 659}"
74779,angry,0.6306,"{""x1"": 416, ""y1"": 381, ""x2"": 558, ""y2"": 602}"
74780,sad,0.8314,"{""x1"": 357, ""y1"": 197, ""x2"": 472, ""y2"": 451}"
74781,neutral,0.7733,"{""x1"": 451, ""y1"": 297, ""x2"": 627, ""y2"": 664}"
74782,neutral,0.8788,"{""x1"": 479, ""y1"": 326, ""x2"": 609, ""y2"": 599}"
74783,neutral,0.8047,"{""x1"": 162, ""y1"": 159, ""x2"": 238, ""y2"": 536}"
74784,happy,0.5738,"{""x1"": 539, ""y1"": 223, ""x2"": 680, ""y2"": 388}"
74785,neutral,0.9567,"{""x1"": 396, ""y1"": 295, ""x2"": 550, ""y2"": 541}"
74786,happy,0.7658,"{""x1"": 619, ""y1"": 398, ""x2"": 762, ""y2"": 728}"
74787,sad,0.8686,"{""x1"": 718, ""y1"": 156, ""x2"": 887, ""y2"": 395}"
74788,neutral,0.8434,"{""x1"": 262, ""y1"": 215, ""x2"": 400, ""y2"": 407}"
74789,neutral,0.6102,"{""x1"": 414, ""y1"": 194, ""x2"": 533, ""y2"": 419}"
74790,happy,0.7681,"{""x1"": 122, ""y1"": 485, ""x2"": 241, ""y2"": 718}"
74791,surprise,0.7636,"{""x1"": 339, ""y1"": 368, ""x2"": 403, ""y2"": 575}"
74792,happy,0.6182,"{""x1"": 418, ""y1"": 113, ""x2"": 562, ""y2"": 308}"
74793,happy,0.5663,"{""x1"": 458, ""y1"": 253, ""x2"": 562, ""y2"": 586}"
74794,neutral,0.9872,"{""x1"": 355, ""y1"": 212, ""x2"": 434, ""y2"": 519}"
74795,happy,0.6286,"{""x1"": 61, ""y1"": 213, ""x2"": 231, ""y2"": 373}"
74796,sad,0.8058,"{""x1"": 569, ""y1"": 178, ""x2"": 641, ""y2"": 495}"
74797,neutral,0.8311,"{""x1"": 700, ""y1"": 104, ""x2"": 816, ""y2"": 264}"
74798,sad,0.7491,"{""x1"": 576, ""y1"": 350, ""x2"": 752, ""y2"": 648}"
74799,neutral,0.6564,"{""x1"": 423, ""y1"": 299, ""x2"": 511, ""y2"": 563}"
74800,happy,0.801,"{""x1"": 679, ""y1"": 64, ""x2"": 821, ""y2"": 442}"
74801,happy,0.5852,"{""x1"": 369, ""y1"": 174, ""x2"": 506, ""y2"": 343}"
74802,angry,0.7215,"{""x1"": 267, ""y1"": 158, ""x2"": 403, ""y2"": 461}"
74803,happy,0.8787,"{""x1"": 166, ""y1"": 499, ""x2"": 331, ""y2"": 733}"
74804,neutral,0.6434,"{""x1"": 355, ""y1"": 195, ""x2"": 487, ""y2"": 494}"
74805,happy,0.8091,"{""x1"": 506, ""y1"": 397, ""x2"": 595, ""y2"": 750}"
74806,neutral,0.7946,"{""x1"": 382, ""y1"": 431, ""x2"": 562, ""y2"": 603}"
74807,neutral,0.8506,"{""x1"": 487, ""y1"": 373, ""x2"": 643, ""y2"": 618}"
74808,happy,0.9833,"{""x1"": 114, ""y1"": 180, ""x2"": 192, ""y2"": 429}"
74809,happy,0.8337,"{""x1"": 662, ""y1"": 390, ""x2"": 839, ""y2"": 722}"
74810,happy,0.9018,"{""x1"": 323, ""y1"": 126, ""x2"": 491, ""y2"": 455}"
74811,neutral,0.6222,"{""x1"": 463, ""y1"": 166, ""x2"": 576, ""y2"": 353}"
74812,happy,0.5612,"{""x1"": 272, ""y1"": 446, ""x2"": 347, ""y2"": 632}"
74813,neutral,0.7134,"{""x1"": 361, ""y1"": 217, ""x2"": 452, ""y2"": 543}"
74814,neutral,0.6146,"{""x1"": 91, ""y1"": 421, ""x2"": 181, ""y2"": 665}"
74815,neutral,0.6514,"{""x1"": 325, ""y1"": 153, ""x2"": 468, ""y2"": 524}"
74816,sad,0.7975,"{""x1"": 545, ""y1"": 55, ""x2"": 659, ""y2"": 350}"
74817,fear,0.8942,"{""x1"": 715, ""y1"": 165, ""x2"": 819, ""y2"": 439}"
74818,neutral,0.8282,"{""x1"": 295, ""y1"": 463, ""x2"": 428, ""y2"": 680}"
74819,neutral,0.5884,"{""x1"": 92, ""y1"": 457, ""x2"": 242, ""y2"": 842}"
74820,neutral,0.7302,"{""x1"": 629, ""y1"": 486, ""x2"": 768, ""y2"": 882}"
74821,sad,0.7058,"{""x1"": 672, ""y1"": 442, ""x2"": 787, ""y2"": 614}"
74822,neutral,0.7169,"{""x1"": 289, ""y1"": 305, ""x2"": 420, ""y2"": 554}"
74823,neutral,0.9172,"{""x1"": 289, ""y1"": 235, ""x2"": 441, ""y2"": 515}"
74824,neutral,0.8003,"{""x1"": 239, ""y1"": 229, ""x2"": 329, ""y2"": 426}"
74825,neutral,0.9784,"{""x1"": 91, ""y1"": 225, ""x2"": 172, ""y2"": 532}"
74826,sad,0.5919,"{""x1"": 722, ""y1"": 169, ""x2"": 852, ""y2"": 326}"
74827,neutral,0.6611,"{""x1"": 318, ""y1"": 85, ""x2"": 413, ""y2"": 251}"
74828,happy,0.8795,"{""x1"": 403, ""y1"": 96, ""x2"": 534, ""y2"": 264}"
74829,neutral,0.605,"{""x1"": 767, ""y1"": 168, ""x2"": 931, ""y2"": 462}"
74830,happy,0.623,"{""x1"": 493, ""y1"": 470, ""x2"": 620, ""y2"": 730}"
74831,disgust,0.9161,"{""x1"": 355, ""y1"": 373, ""x2"": 440, ""y2"": 718}"
74832,sad,0.8431,"{""x1"": 100, ""y1"": 55, ""x2"": 201, ""y2"": 278}"
74833,neutral,0.7398,"{""x1"": 671, ""y1"": 348, ""x2"": 844, ""y2"": 646}"
74834,neutral,0.9402,"{""x1"": 694, ""y1"": 435, ""x2"": 844, ""y2"": 656}"
74835,sad,0.7265,"{""x1"": 488, ""y1"": 485, ""x2"": 558, ""y2"": 707}"
74836,fear,0.9145,"{""x1"": 651, ""y1"": 161, ""x2"": 821, ""y2"": 438}"
74837,happy,0.8767,"{""x1"": 363, ""y1"": 137, ""x2"": 476, ""y2"": 296}"
74838,neutral,0.8841,"{""x1"": 142, ""y1"": 351, ""x2"": 228, ""y2"": 746}"
74839,fear,0.7254,"{""x1"": 147, ""y1"": 175, ""x2"": 323, ""y2"": 390}"
74840,neutral,0.8512,"{""x1"": 554, ""y1"": 349, ""x2"": 733, ""y2"": 713}"
74841,neutral,0.9411,"{""x1"": 178, ""y1"": 489, ""x2"": 317, ""y2"": 658}"
74842,neutral,0.8869,"{""x1"": 422, ""y1"": 88, ""x2"": 487, ""y2"": 320}"
74843,neutral,0.6464,"{""x1"": 588, ""y1"": 254, ""x2"": 739, ""y2"": 461}"
74844,happy,0.7541,"{""x1"": 714, ""y1"": 244, ""x2"": 819, ""y2"": 476}"
74845,surprise,0.576,"{""x1"": 548, ""y1"": 190, ""x2"": 698, ""y2"": 406}"
74846,neutral,0.6368,"{""x1"": 296, ""y1"": 219, ""x2"": 375, ""y2"": 455}"
74847,fear,0.9536,"{""x1"": 515, ""y1"": 425, ""x2"": 681, ""y2"": 716}"
74848,fear,0.7592,"{""x1"": 87, ""y1"": 114, ""x2"": 225, ""y2"": 442}"
74849,neutral,0.8273,"{""x1"": 782, ""y1"": 272, ""x2"": 872, ""y2"": 590}"
74850,happy,0.7327,"{""x1"": 791, ""y1"": 298, ""x2"": 891, ""y2"": 614}"
74851,happy,0.6644,"{""x1"": 353, ""y1"": 430, ""x2"": 433, ""y2"": 774}"
74852,happy,0.6121,"{""x1"": 522, ""y1"": 66, ""x2"": 696, ""y2"": 376}"
74853,sad,0.653,"{""x1"": 453, ""y1"": 340, ""x2"": 613, ""y2"": 586}"
74854,neutral,0.8763,"{""x1"": 318, ""y1"": 68, ""x2"": 460, ""y2"": 343}"
74855,surprise,0.7492,"{""x1"": 424, ""y1"": 434, ""x2"": 564, ""y2"": 773}"
74856,neutral,0.708,"{""x1"": 562, ""y1"": 85, ""x2"": 733, ""y2"": 356}"
74857,happy,0.7589,"{""x1"": 300, ""y1"": 328, ""x2"": 431, ""y2"": 589}"
74858,neutral,0.6433,"{""x1"": 87, ""y1"": 225, ""x2"": 209, ""y2"": 504}"
74859,happy,0.5632,"{""x1"": 383, ""y1"": 62, ""x2"": 458, ""y2"": 448}"
74860,neutral,0.623,"{""x1"": 681, ""y1"": 361, ""x2"": 744, ""y2"": 547}"
74861,angry,0.6557,"{""x1"": 272, ""y1"": 471, ""x2"": 338, ""y2"": 758}"
74862,neutral,0.9807,"{""x1"": 405, ""y1"": 219, ""x2"": 546, ""y2"": 411}"
74863,sad,0.8924,"{""x1"": 394, ""y1"": 490, ""x2"": 514, ""y2"": 874}"
74864,neutral,0.6112,"{""x1"": 506, ""y1"": 360, ""x2"": 578, ""y2"": 715}"
74865,happy,0.6838,"{""x1"": 300, ""y1"": 226, ""x2"": 471, ""y2"": 465}"
74866,neutral,0.8369,"{""x1"": 551, ""y1"": 131, ""x2"": 648, ""y2"": 294}"
74867,happy,0.5741,"{""x1"": 572, ""y1"": 56, ""x2"": 697, ""y2"": 225}"
74868,neutral,0.5689,"{""x1"": 762, ""y1"": 90, ""x2"": 832, ""y2"": 318}"
74869,happy,0.8003,"{""x1"": 698, ""y1"": 266, ""x2"": 834, ""y2"": 431}"
74870,neutral,0.8932,"{""x1"": 775, ""y1"": 437, ""x2"": 933, ""y2"": 815}"
74871,happy,0.9199,"{""x1"": 674, ""y1"": 325, ""x2"": 788, ""y2"": 609}"
74872,happy,0.9042,"{""x1"": 457, ""y1"": 218, ""x2"": 611, ""y2"": 582}"
74873,happy,0.8828,"{""x1"": 312, ""y1"": 218, ""x2"": 406, ""y2"": 405}"
74874,neutral,0.7636,"{""x1"": 83, ""y1"": 496, ""x2"": 183, ""y2"": 891}"
74875,disgust,0.5744,"{""x1"": 382, ""y1"": 61, ""x2"": 476, ""y2"": 352}"
74876,neutral,0.721,"{""x1"": 426, ""y1"": 351, ""x2"": 534, ""y2"": 524}"
74877,neutral,0.5548,"{""x1"": 154, ""y1"": 442, ""x2"": 329, ""y2"": 659}"
74878,neutral,0.6347,"{""x1"": 180, ""y1"": 406, ""x2"": 279, ""y2"": 600}"
74879,happy,0.9141,"{""x1"": 770, ""y1"": 275, ""x2"": 905, ""y2"": 489}"
74880,angry,0.9147,"{""x1"": 249, ""y1"": 300, ""x2"": 394, ""y2"": 638}"
74881,neutral,0.8943,"{""x1"": 464, ""y1"": 271, ""x2"": 602, ""y2"": 629}"
74882,happy,0.726,"{""x1"": 510, ""y1"": 196, ""x2"": 581, ""y2"": 572}"
74883,fear,0.6424,"{""x1"": 324, ""y1"": 423, ""x2"": 428, ""y2"": 711}"
74884,neutral,0.5748,"{""x1"": 88, ""y1"": 466, ""x2"": 187, ""y2"": 634}"
74885,happy,0.6106,"{""x1"": 465, ""y1"": 218, ""x2"": 619, ""y2"": 544}"
74886,neutral,0.7342,"{""x1"": 105, ""y1"": 163, ""x2"": 169, ""y2"": 508}"
74887,neutral,0.9549,"{""x1"": 375, ""y1"": 212, ""x2"": 458, ""y2"": 571}"
74888,neutral,0.7923,"{""x1"": 247, ""y1"": 360, ""x2"": 390, ""y2"": 533}"
74889,happy,0.8583,"{""x1"": 668, ""y1"": 478, ""x2"": 743, ""y2"": 778}"
74890,happy,0.9899,"{""x1"": 133, ""y1"": 465, ""x2"": 306, ""y2"": 626}"
74891,neutral,0.7447,"{""x1"": 753, ""y1"": 114, ""x2"": 868, ""y2"": 358}"
74892,happy,0.57,"{""x1"": 119, ""y1"": 441, ""x2"": 185, ""y2"": 777}"
74893,neutral,0.5889,"{""x1"": 347, ""y1"": 195, ""x2"": 523, ""y2"": 474}"
74894,sad,0.6292,"{""x1"": 291, ""y1"": 273, ""x2"": 360, ""y2"": 665}"
74895,happy,0.7631,"{""x1"": 538, ""y1"": 167, ""x2"": 706, ""y2"": 546}"
74896,fear,0.8873,"{""x1"": 356, ""y1"": 229, ""x2"": 418, ""y2"": 415}"
74897,happy,0.7807,"{""x1"": 201, ""y1"": 255, ""x2"": 262, ""y2"": 502}"
74898,angry,0.6129,"{""x1"": 759, ""y1"": 146, ""x2"": 895, ""y2"": 454}"
74899,happy,0.9685,"{""x1"": 744, ""y1"": 212, ""x2"": 878, ""y2"": 370}"
74900,sad,0.9529,"{""x1"": 609, ""y1"": 427, ""x2"": 755, ""y2"": 725}"
74901,fear,0.5685,"{""x1"": 344, ""y1"": 193, ""x2"": 497, ""y2"": 350}"
74902,neutral,0.6701,"{""x1"": 638, ""y1"": 171, ""x2"": 747, ""y2"": 408}"
74903,neutral,0.6636,"{""x1"": 317, ""y1"": 374, ""x2"": 396, ""y2"": 540}"
74904,neutral,0.7127,"{""x1"": 106, ""y1"": 256, ""x2"": 188, ""y2"": 494}"
74905,angry,0.6025,"{""x1"": 239, ""y1"": 200, ""x2"": 412, ""y2"": 414}"
74906,happy,0.6619,"{""x1"": 133, ""y1"": 108, ""x2"": 230, ""y2"": 386}"
74907,neutral,0.9094,"{""x1"": 148, ""y1"": 306, ""x2"": 239, ""y2"": 471}"
74908,happy,0.5892,"{""x1"": 785, ""y1"": 78, ""x2"": 856, ""y2"": 398}"
74909,angry,0.5841,"{""x1"": 514, ""y1"": 155, ""x2"": 689, ""y2"": 434}"
74910,neutral,0.588,"{""x1"": 777, ""y1"": 104, ""x2"": 906, ""y2"": 360}"
74911,neutral,0.9588,"{""x1"": 732, ""y1"": 144, ""x2"": 803, ""y2"": 519}"
74912,neutral,0.8146,"{""x1"": 391, ""y1"": 173, ""x2"": 498, ""y2"": 422}"
74913,happy,0.7821,"{""x1"": 372, ""y1"": 423, ""x2"": 501, ""y2"": 652}"
74914,happy,0.6436,"{""x1"": 240, ""y1"": 343, ""x2"": 384, ""y2"": 496}"
74915,neutral,0.8988,"{""x1"": 795, ""y1"": 100, ""x2"": 968, ""y2"": 255}"
74916,angry,0.6155,"{""x1"": 506, ""y1"": 196, ""x2"": 638, ""y2"": 545}"
74917,neutral,0.9484,"{""x1"": 416, ""y1"": 116, ""x2"": 495, ""y2"": 494}"
74918,neutral,0.7672,"{""x1"": 772, ""y1"": 270, ""x2"": 943, ""y2"": 491}"
74919,happy,0.8498,"{""x1"": 385, ""y1"": 418, ""x2"": 525, ""y2"": 695}"
74920,angry,0.7075,"{""x1"": 449, ""y1"": 360, ""x2"": 622, ""y2"": 635}"
74921,happy,0.8141,"{""x1"": 640, ""y1"": 83, ""x2"": 754, ""y2"": 318}"
74922,sad,0.7304,"{""x1"": 428, ""y1"": 268, ""x2"": 548, ""y2"": 421}"
74923,happy,0.7431,"{""x1"": 172, ""y1"": 252, ""x2"": 250, ""y2"": 407}"
74924,neutral,0.796,"{""x1"": 705, ""y1"": 204, ""x2"": 851, ""y2"": 365}"
74925,neutral,0.697,"{""x1"": 723, ""y1"": 464, ""x2"": 887, ""y2"": 673}"
74926,angry,0.6637,"{""x1"": 335, ""y1"": 320, ""x2"": 412, ""y2"": 709}"
74927,neutral,0.9448,"{""x1"": 237, ""y1"": 488, ""x2"": 346, ""y2"": 688}"
74928,happy,0.6113,"{""x1"": 200, ""y1"": 410, ""x2"": 294, ""y2"": 662}"
74929,neutral,0.6824,"{""x1"": 116, ""y1"": 127, ""x2"": 228, ""y2"": 288}"
